record_type,script_file_name,module_family,function_name,function_visibility,functional_role,migration_priority,evidence_text
FUNCTION_INDEX,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,QAIC_BRIDGE,MVPQAIC_ReadTable_P0B4_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_06_p0b4_gpt_revolutx_bridge.js MVPQAIC_ReadTable_P0B4_ function_line 793
FUNCTION_INDEX,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,QAIC_BRIDGE,MVPQAIC_SetConfigSafe_P0B4_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_06_p0b4_gpt_revolutx_bridge.js MVPQAIC_SetConfigSafe_P0B4_ function_line 831
FUNCTION_INDEX,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,QAIC_BRIDGE,MVPQAIC_GetConfigSafe_P0B4_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_06_p0b4_gpt_revolutx_bridge.js MVPQAIC_GetConfigSafe_P0B4_ function_line 855
RISK_HIT,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,QAIC_BRIDGE,,,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_06_p0b4_gpt_revolutx_bridge.js risk_line_text * - No BigQuery / Cloud Run write. Review required before cleanup/delete.
RISK_HIT,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,QAIC_BRIDGE,,,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_06_p0b4_gpt_revolutx_bridge.js risk_line_text sheet.clearContents(); Review required before cleanup/delete.
RISK_HIT,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,QAIC_BRIDGE,,,PROMPT_OR_AI,P0,"QAIC_BRIDGE mvpqaic_06_p0b4_gpt_revolutx_bridge.js risk_line_text sheet.getRange(1, 1, output.length, spec.headers.length).setValues(output); Review required before cleanup/delete."
RISK_HIT,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,QAIC_BRIDGE,,,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_06_p0b4_gpt_revolutx_bridge.js risk_line_text return DriveApp.getFolderById(String(folderId).trim()); Review required before cleanup/delete.
RISK_HIT,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,QAIC_BRIDGE,,,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_06_p0b4_gpt_revolutx_bridge.js risk_line_text return DriveApp.getFolderById(String(fromConfig).trim()); Review required before cleanup/delete.
RISK_HIT,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,QAIC_BRIDGE,,,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_06_p0b4_gpt_revolutx_bridge.js risk_line_text return DriveApp.getFolderById(String(MVPQAIC_P0B4_DEFAULT_CSV_FOLDER_ID).trim()); Review required before cleanup/delete.
RISK_HIT,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,QAIC_BRIDGE,,,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_06_p0b4_gpt_revolutx_bridge.js risk_line_text var folders = DriveApp.getFoldersByName(folderName); Review required before cleanup/delete.
RISK_HIT,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,QAIC_BRIDGE,,,PROMPT_OR_AI,P0,"QAIC_BRIDGE mvpqaic_06_p0b4_gpt_revolutx_bridge.js risk_line_text sheet.getRange(sheet.getLastRow() + 1, 1, 1, spec.headers.length).setValues([row]); Review required before cleanup/delete."
RISK_HIT,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,QAIC_BRIDGE,,,PROMPT_OR_AI,P0,"QAIC_BRIDGE mvpqaic_06_p0b4_gpt_revolutx_bridge.js risk_line_text sheet.getRange(1, 1, 1, 4).setValues([['key', 'value', 'description', 'updated_at']]); Review required before cleanup/delete."
RISK_HIT,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,QAIC_BRIDGE,,,PROMPT_OR_AI,P0,"QAIC_BRIDGE mvpqaic_06_p0b4_gpt_revolutx_bridge.js risk_line_text sheet.getRange(r + 1, 2, 1, 3).setValues([[value, description || '', new Date().toISOString()]]); Review required before cleanup/delete."
FUNCTION_INDEX,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,QAIC_BRIDGE,MVPQAIC_BuildFullTradePlanPrompt,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_07_p0b5_trade_plan_methods_trailing.js MVPQAIC_BuildFullTradePlanPrompt function_line 323
FUNCTION_INDEX,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,QAIC_BRIDGE,MVPQAIC_BuildBuyTradePlanPrompt,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_07_p0b5_trade_plan_methods_trailing.js MVPQAIC_BuildBuyTradePlanPrompt function_line 327
RISK_HIT,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,QAIC_BRIDGE,,,OTHER,P2,QAIC_BRIDGE mvpqaic_07_p0b5_trade_plan_methods_trailing.js risk_line_text sheet.clearContents(); Review required before cleanup/delete.
RISK_HIT,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_07_p0b5_trade_plan_methods_trailing.js risk_line_text sheet.getRange(1, 1, output.length, spec.headers.length).setValues(output); Review required before cleanup/delete."
RISK_HIT,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,QAIC_BRIDGE,,,OTHER,P2,QAIC_BRIDGE mvpqaic_07_p0b5_trade_plan_methods_trailing.js risk_line_text return DriveApp.getFolderById(String(folderId).trim()); Review required before cleanup/delete.
RISK_HIT,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,QAIC_BRIDGE,,,OTHER,P2,QAIC_BRIDGE mvpqaic_07_p0b5_trade_plan_methods_trailing.js risk_line_text return DriveApp.getFolderById(String(fromConfig).trim()); Review required before cleanup/delete.
RISK_HIT,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,QAIC_BRIDGE,,,OTHER,P2,QAIC_BRIDGE mvpqaic_07_p0b5_trade_plan_methods_trailing.js risk_line_text return DriveApp.getFolderById(String(MVPQAIC_P0B5_DEFAULT_CSV_FOLDER_ID).trim()); Review required before cleanup/delete.
RISK_HIT,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,QAIC_BRIDGE,,,OTHER,P2,QAIC_BRIDGE mvpqaic_07_p0b5_trade_plan_methods_trailing.js risk_line_text var folders = DriveApp.getFoldersByName(folderName); Review required before cleanup/delete.
RISK_HIT,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_07_p0b5_trade_plan_methods_trailing.js risk_line_text sheet.getRange(1, 1, 1, 4).setValues([['key', 'value', 'description', 'updated_at']]); Review required before cleanup/delete."
RISK_HIT,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_07_p0b5_trade_plan_methods_trailing.js risk_line_text sheet.getRange(r + 1, 2, 1, 3).setValues([[value, description || '', new Date().toISOString()]]); Review required before cleanup/delete."
RISK_HIT,mvpqaic_08_full_signal_mapping_50_50.js,QAIC_BRIDGE,,,OTHER,P2,QAIC_BRIDGE mvpqaic_08_full_signal_mapping_50_50.js risk_line_text sheet.clearContents(); Review required before cleanup/delete.
RISK_HIT,mvpqaic_08_full_signal_mapping_50_50.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_08_full_signal_mapping_50_50.js risk_line_text sheet.getRange(1, 1, output.length, headers.length).setValues(output); Review required before cleanup/delete."
RISK_HIT,mvpqaic_08_full_signal_mapping_50_50.js,QAIC_BRIDGE,,,OTHER,P2,QAIC_BRIDGE mvpqaic_08_full_signal_mapping_50_50.js risk_line_text sheet.clearContents(); Review required before cleanup/delete.
RISK_HIT,mvpqaic_08_full_signal_mapping_50_50.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_08_full_signal_mapping_50_50.js risk_line_text sheet.getRange(1, 1, output.length, headers.length).setValues(output); Review required before cleanup/delete."
RISK_HIT,mvpqaic_08_full_signal_mapping_50_50.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_08_full_signal_mapping_50_50.js risk_line_text sheet.getRange(1, 1, 1, headers.length).setValues([headers]); Review required before cleanup/delete."
RISK_HIT,mvpqaic_08_full_signal_mapping_50_50.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_08_full_signal_mapping_50_50.js risk_line_text sheet.getRange(1, 1, 1, 4).setValues([['key', 'value', 'description', 'updated_at']]); Review required before cleanup/delete."
RISK_HIT,mvpqaic_08_full_signal_mapping_50_50.js,QAIC_BRIDGE,,,OTHER,P2,"QAIC_BRIDGE mvpqaic_08_full_signal_mapping_50_50.js risk_line_text sheet.getRange(r + 1, 2, 1, 3).setValues([[value, description || '', new Date().toISOString()]]); Review required before cleanup/delete."
SCRIPT_INVENTORY,mvpqaic_09_p1_journal_core.js,JOURNAL,,,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalStatus,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalStatus function_line 94
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalAppendFirstAuditEntry,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalAppendFirstAuditEntry function_line 128
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalCleanupDryRun,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalCleanupDryRun function_line 173
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalMarkPartialRowsDeprecated,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalMarkPartialRowsDeprecated function_line 177
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalRunCleanup_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalRunCleanup_ function_line 181
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalAuditSheet_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalAuditSheet_ function_line 223
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalEnsureHeaders_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalEnsureHeaders_ function_line 313
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalReadSheet_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalReadSheet_ function_line 350
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalHeaderMap_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalHeaderMap_ function_line 366
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalFindExistingRow_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalFindExistingRow_ function_line 376
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalFindLatestValidatedPayload_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalFindLatestValidatedPayload_ function_line 391
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalBuildFirstAuditEntry_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalBuildFirstAuditEntry_ function_line 430
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalBuildRow_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalBuildRow_ function_line 457
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalApplyDeprecated_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalApplyDeprecated_ function_line 472
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalMissingCriticalFields_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalMissingCriticalFields_ function_line 500
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalRowHasAnyImportantContent_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalRowHasAnyImportantContent_ function_line 507
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalApplyFormatting_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalApplyFormatting_ function_line 523
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalIsEmptyRow_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalIsEmptyRow_ function_line 533
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalGet_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalGet_ function_line 537
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalNowIso_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalNowIso_ function_line 542
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_JournalResult_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_JournalResult_ function_line 551
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29V_DecisionJournalAppendPreviewNoWrite,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29V_DecisionJournalAppendPreviewNoWrite function_line 608
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29V_BuildJournalCandidate_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29V_BuildJournalCandidate_ function_line 929
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29V_BuildJournalSummary_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29V_BuildJournalSummary_ function_line 1011
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29V_DiscoverJournalTarget_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29V_DiscoverJournalTarget_ function_line 1033
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29V_ExpectEquals_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29V_ExpectEquals_ function_line 1083
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29V_BuildColumnMap_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29V_BuildColumnMap_ function_line 1092
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29V_Read_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29V_Read_ function_line 1109
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29V_ReadBoolText_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29V_ReadBoolText_ function_line 1114
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29V_NormalizePipeList_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29V_NormalizePipeList_ function_line 1124
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29V_NormalizeHeader_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29V_NormalizeHeader_ function_line 1139
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29V_Finalize_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29V_Finalize_ function_line 1146
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29V_CompactReport_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29V_CompactReport_ function_line 1156
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29W_DecisionJournalTargetHeaderAuditReadOnly,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29W_DecisionJournalTargetHeaderAuditReadOnly function_line 1228
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29W_FindBestHeaderRow_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29W_FindBestHeaderRow_ function_line 1424
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29W_NormalizeHeader_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29W_NormalizeHeader_ function_line 1462
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29W_Finalize_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29W_Finalize_ function_line 1469
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29W_CompactReport_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29W_CompactReport_ function_line 1479
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29X_DecisionJournalMappingPreviewNoWrite,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29X_DecisionJournalMappingPreviewNoWrite function_line 1534
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29X_BuildMappedJournalRow_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29X_BuildMappedJournalRow_ function_line 1873
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29X_BuildNotes_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29X_BuildNotes_ function_line 1947
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29X_FindJournalHeaderRow_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29X_FindJournalHeaderRow_ function_line 1954
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29X_BuildColumnMap_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29X_BuildColumnMap_ function_line 1974
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29X_CollectExistingValues_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29X_CollectExistingValues_ function_line 1986
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29X_Read_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29X_Read_ function_line 1999
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29X_ReadBoolText_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29X_ReadBoolText_ function_line 2004
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29X_NormalizePipeList_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29X_NormalizePipeList_ function_line 2011
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29X_NormalizeHeader_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29X_NormalizeHeader_ function_line 2017
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29X_Truncate_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29X_Truncate_ function_line 2021
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29X_PseudoHash_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29X_PseudoHash_ function_line 2026
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29X_Finalize_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29X_Finalize_ function_line 2036
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_DecisionJournalAppendApplyControlled,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_DecisionJournalAppendApplyControlled function_line 2078
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_BuildApplyPlan_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_BuildApplyPlan_ function_line 2187
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_BuildCandidateFromIntake_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_BuildCandidateFromIntake_ function_line 2491
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_BuildNotes_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_BuildNotes_ function_line 2599
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_FindCandidateDuplicates_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_FindCandidateDuplicates_ function_line 2616
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_FindExistingDuplicates_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_FindExistingDuplicates_ function_line 2632
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_PostWriteVerify_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_PostWriteVerify_ function_line 2666
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_BuildHeaderMap_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_BuildHeaderMap_ function_line 2712
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_Read_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_Read_ function_line 2724
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_ReadBoolText_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_ReadBoolText_ function_line 2729
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_NormalizePipeList_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_NormalizePipeList_ function_line 2736
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_NormalizeHeader_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_NormalizeHeader_ function_line 2742
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_CellValue_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_CellValue_ function_line 2746
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_SimpleHash_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_SimpleHash_ function_line 2753
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_SummarizeCandidate_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_SummarizeCandidate_ function_line 2763
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_FinalizePlan_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_FinalizePlan_ function_line 2781
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_CompactReport_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_CompactReport_ function_line 2789
FUNCTION_INDEX,mvpqaic_09_p1_journal_core.js,JOURNAL,MVPQAIC_P29Y_Safety_,PUBLIC,DECISION_JOURNAL,P0,JOURNAL mvpqaic_09_p1_journal_core.js MVPQAIC_P29Y_Safety_ function_line 2816
