record_type,script_file_name,module_family,function_name,function_visibility,functional_role,migration_priority,evidence_text
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,ensureJournalHeaders_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js ensureJournalHeaders_ function_line 1652
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,addHeader_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js addHeader_ function_line 1673
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,detectJournalHeaderRow_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js detectJournalHeaderRow_ function_line 1719
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,buildJournalBanner_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js buildJournalBanner_ function_line 1749
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,getJournalHeaderInfoLight_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js getJournalHeaderInfoLight_ function_line 1795
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,formatJournalAppendedRowFast_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js formatJournalAppendedRowFast_ function_line 1814
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,updateJournalNextPromptDraftFromQueue_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js updateJournalNextPromptDraftFromQueue_ function_line 1836
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,readLatestQueueDraft_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js readLatestQueueDraft_ function_line 1865
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,findDuplicateJournalPayload_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js findDuplicateJournalPayload_ function_line 1892
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,formatJournalAfterAppend_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js formatJournalAfterAppend_ function_line 1908
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,journalFormatUltimate,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js journalFormatUltimate function_line 1912
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,formatJournalUltimateSheet_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js formatJournalUltimateSheet_ function_line 1951
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,applyJournalColumnWidths_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js applyJournalColumnWidths_ function_line 2009
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,normalizeJournalParisDatetime_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js normalizeJournalParisDatetime_ function_line 2076
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,applyJournalDataValidations_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js applyJournalDataValidations_ function_line 2105
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,applyJournalConditionalFormats_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js applyJournalConditionalFormats_ function_line 2116
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,setRowHeightsForced_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js setRowHeightsForced_ function_line 2139
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,openJournalSheet_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js openJournalSheet_ function_line 2145
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,colLetter_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js colLetter_ function_line 2156
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,getPromptRuntimeChoices_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js getPromptRuntimeChoices_ function_line 2166
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,findPromptRuntimeRecord_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js findPromptRuntimeRecord_ function_line 2186
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,readPromptRuntimeRecords_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js readPromptRuntimeRecords_ function_line 2195
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,readPromptLibraryPromptMap_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js readPromptLibraryPromptMap_ function_line 2246
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,fallbackPromptTemplateToCopy_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js fallbackPromptTemplateToCopy_ function_line 2269
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,fallbackPromptMission_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js fallbackPromptMission_ function_line 2312
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,fallbackPromptRuntimeRecord_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js fallbackPromptRuntimeRecord_ function_line 2321
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,promptContractIdForPrompt_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js promptContractIdForPrompt_ function_line 2332
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,normalizeContractKey_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js normalizeContractKey_ function_line 2341
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,inferGemProfileFromPrompt_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js inferGemProfileFromPrompt_ function_line 2345
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,runtimeNameFromPrompt_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js runtimeNameFromPrompt_ function_line 2354
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,readAiRuntimeReference_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js readAiRuntimeReference_ function_line 2363
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,findAiRuntimeRecord_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js findAiRuntimeRecord_ function_line 2390
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,cleanupLegacyRawResponsePasteZone_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js cleanupLegacyRawResponsePasteZone_ function_line 2395
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,readRawResponseSpill_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js readRawResponseSpill_ function_line 2411
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,clearRawResponseSpill_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js clearRawResponseSpill_ function_line 2431
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,getIntakeFieldRows_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js getIntakeFieldRows_ function_line 2441
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,getIntakeValuesObject_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js getIntakeValuesObject_ function_line 2452
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,getIntakeValue_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js getIntakeValue_ function_line 2465
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,setIntakeValue_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js setIntakeValue_ function_line 2475
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,getByMap_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js getByMap_ function_line 2492
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,getSheetByNameCompat_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js getSheetByNameCompat_ function_line 2497
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,getOrCreateSheet_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js getOrCreateSheet_ function_line 2502
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,resetFilter_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js resetFilter_ function_line 2506
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,setWidths_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js setWidths_ function_line 2512
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,safeRunGlobalFunction_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js safeRunGlobalFunction_ function_line 2516
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,focusPromptImprovementQueue_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js focusPromptImprovementQueue_ function_line 2534
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,containsAny_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js containsAny_ function_line 2567
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,normalizeText_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js normalizeText_ function_line 2573
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,makeRunId_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js makeRunId_ function_line 2577
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,makeJournalId_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js makeJournalId_ function_line 2582
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,makePayloadId_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js makePayloadId_ function_line 2587
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,sha256Short_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js sha256Short_ function_line 2592
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,baseResult_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js baseResult_ function_line 2601
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,errorDetails_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js errorDetails_ function_line 2611
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,parseErrorCode_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js parseErrorCode_ function_line 2619
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,logResult_,INTERNAL,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js logResult_ function_line 2626
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_AiRuntimeReferenceInit,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_AiRuntimeReferenceInit function_line 2647
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_GptResponseIntakeInit,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_GptResponseIntakeInit function_line 2651
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_JournalIntakeStatus,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_JournalIntakeStatus function_line 2655
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_IntakePrepareRefs,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_IntakePrepareRefs function_line 2659
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_IntakeAnalyzeRawResponse,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_IntakeAnalyzeRawResponse function_line 2663
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_IntakeNewBlank,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_IntakeNewBlank function_line 2667
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_IntakeApplyApprovedDraftToLibrary,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_IntakeApplyApprovedDraftToLibrary function_line 2671
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_JournalMarkIncompleteAppends,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_JournalMarkIncompleteAppends function_line 2675
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2VJ_rebuildJournal_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2VJ_rebuildJournal_ function_line 2692
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2VJ_format_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2VJ_format_ function_line 2744
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2VJ_readJournalTable_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2VJ_readJournalTable_ function_line 2765
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2VJ_writeBanner_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2VJ_writeBanner_ function_line 2784
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2VJ_writeTable_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2VJ_writeTable_ function_line 2795
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2VJ_getSheet_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2VJ_getSheet_ function_line 2805
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2VJ_mergeHeaders_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2VJ_mergeHeaders_ function_line 2813
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2VJ_objToRow_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2VJ_objToRow_ function_line 2823
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2VJ_cloneObj_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2VJ_cloneObj_ function_line 2827
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2VJ_parisDateTime_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2VJ_parisDateTime_ function_line 2833
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2VJ_readAiRuntimeNames_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2VJ_readAiRuntimeNames_ function_line 2844
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2VJ_runtimeDisplayName_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2VJ_runtimeDisplayName_ function_line 2861
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2VJ_setWidths_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2VJ_setWidths_ function_line 2873
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2VJ_resetFilter_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2VJ_resetFilter_ function_line 2880
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2VJ_applyStatusColors_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2VJ_applyStatusColors_ function_line 2885
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_JournalAppendFromIntake,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_JournalAppendFromIntake function_line 2920
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_JournalFormatUltimate,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_JournalFormatUltimate function_line 2924
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_JournalFinalCleanupResetSafe,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_JournalFinalCleanupResetSafe function_line 2928
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_IntakePostJournalPromptLoop,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_IntakePostJournalPromptLoop function_line 2932
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2Y_JournalAppendFromIntakeSafe,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2Y_JournalAppendFromIntakeSafe function_line 2936
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2Y_IntakePostJournalPromptLoopSafe,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2Y_IntakePostJournalPromptLoopSafe function_line 3018
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2Y_JournalFormatUltimateSafe,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2Y_JournalFormatUltimateSafe function_line 3105
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2YJ_keepZero_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2YJ_keepZero_ function_line 3128
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2YJ_buildJournalRow_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2YJ_buildJournalRow_ function_line 3138
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2YJ_ensureJournalHeaders_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2YJ_ensureJournalHeaders_ function_line 3177
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2YJ_findExistingJournalRow_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2YJ_findExistingJournalRow_ function_line 3202
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2YJ_formatJournal_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2YJ_formatJournal_ function_line 3217
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2YJ_updateJournalDraft_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2YJ_updateJournalDraft_ function_line 3257
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2YJ_focusQueueDraft_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2YJ_focusQueueDraft_ function_line 3269
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2YJ_openSheetAtRow_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2YJ_openSheetAtRow_ function_line 3292
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2YJ_safeRun_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2YJ_safeRun_ function_line 3298
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2YJ_readKeyValueSheet_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2YJ_readKeyValueSheet_ function_line 3308
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2YJ_setIntakeValue_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2YJ_setIntakeValue_ function_line 3318
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2YJ_applyValidation_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2YJ_applyValidation_ function_line 3329
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2YJ_width_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2YJ_width_ function_line 3336
FUNCTION_INDEX,mvpqaic_23_gpt_response_intake_core.js,QAIC_BRIDGE,MVPQAIC_P2YJ_getOrCreateSheet_,PUBLIC,PROMPT_OR_AI,P0,QAIC_BRIDGE mvpqaic_23_gpt_response_intake_core.js MVPQAIC_P2YJ_getOrCreateSheet_ function_line 3341
